,ADA_p,USDT_p,XRP_p
0,0.024821759213494915,-9.427118584351971e-05,-0.00788178390179238
1,0.0493316020421474,0.00010496450509564138,0.05914280870051402
2,-0.007034168052785178,7.325372481237461e-05,-0.004289896825192345
3,-0.004161004032453952,0.0002330065671597984,-0.0013589456777403906
4,0.022749846714200418,-0.00017086653087829956,-0.016620000111891523
5,0.013597271454499507,-9.304826536806367e-05,0.03148068594037627
6,-0.015472656455435314,-0.00010870280885662747,-0.03236633610486336
7,-0.005230303899881921,-0.00026349167392916625,-0.10600185693822757
8,0.02669647609715737,-0.00013783523143145104,0.06427580223785126
9,0.04439247506288044,-0.0004185825427082705,0.05336879025627326
10,0.03875707967603532,-0.0004048666512771946,0.029042510143481373
11,-0.16069678229423576,0.0008001682704762847,-0.18775841897290968
12,0.14551185336501346,0.0014430163779582668,0.17986968578374793
13,0.08015239571872719,6.24570404526695e-05,0.1279102440523167
14,-0.003208721378812488,7.73541163527536e-06,0.010255417566254454
15,0.05564034766513799,3.1434478599047374e-05,0.04592337423219014
16,-0.012360274675886011,-4.316532961994089e-05,0.022011037652992397
17,-0.08250764061098749,-6.842325627737789e-05,-0.10823652299819561
18,-0.008703512089260075,-2.7341326141409965e-05,-0.009427331389574866
19,0.03814075170597987,-7.851446739865498e-05,0.029387551300794974
20,0.012028713643238556,3.218395938344855e-05,0.0026703827904393106
21,-0.0007544415189675404,0.00023780740811398999,-0.016391771292945816
22,0.03290664519420734,4.648371248291755e-05,0.025408569285514614
23,-0.037749584115127896,-8.504134981404915e-05,0.007527606936904982
24,-0.0407416535289538,-4.877342669044356e-05,-0.024985024446296546
25,0.03671353091487726,0.00011133532977095087,0.014887420538130088
26,-0.004530144126597682,1.6977550936236751e-06,-0.01713974086748374
27,-0.12337977635550862,-0.00016222641303210346,-0.017050650200013884
28,0.01170664095957985,1.3552933361425385e-05,0.03244211972952975
29,-0.03045227621661074,-1.510603411553132e-05,-0.00761227587444134
30,-0.006619684239643985,3.8364885576484215e-05,-0.009507667633189571
31,-0.025939855474262172,-0.00012324311771669784,-0.029227680755379567
32,0.02796677199258889,7.399489361725438e-05,0.00695557688334878
33,0.03277303471161894,4.484704147339744e-05,0.03167626528158425
34,0.028260751749775062,-3.71950276925013e-05,0.02904747593820922
35,-0.00560207252666623,-8.736212520416947e-06,-0.006093857428953157
36,-0.01777959283756247,2.770056343339817e-05,0.009386387974950179
37,0.00846501146423637,-1.3892279278794467e-05,0.015235752514110837
38,0.02854180138337228,9.489244066290504e-06,-0.016970745978757362
39,0.00966336241325423,-9.575656798828155e-05,0.015441783959100473
40,0.023766414937326733,-7.067204481497835e-05,-0.006093283638568344
41,0.027866465653574334,0.00010738314678935268,0.022678221456841854
42,0.0502383746717558,0.00014085865260879562,0.0693126144779234
43,-0.0030367207466971105,-8.016749105895154e-05,-0.032701713804937305
44,0.005934406903096939,4.174285234842394e-05,0.0021448026406442047
45,0.01020192797012811,5.238131273146451e-06,-0.050683906763934146
46,0.005976974241489686,-3.758303223752647e-05,-0.007116086571211758
47,0.010335708038149283,0.00014130029889002652,-0.019917372922501977
48,-0.018134609319744144,-0.0001598649437982882,-0.0373649476422342
49,-0.019907895801944464,-3.258019063190443e-05,-0.03121410486489769
50,0.024754431412478902,-1.4689693109353104e-05,0.05528958977022764
51,0.009520024706098617,1.8566553422430195e-05,0.009820297981268248
52,0.008600216914652455,2.715926439363937e-05,0.011659885786262016
53,-0.0019702157734829942,-8.259903420024673e-05,-0.07728364937640941
54,0.010168359641105849,1.5709975011675838e-06,-0.00453740000889415
55,0.011030384461834202,3.963958678896094e-06,0.04059291413334919
56,-0.001025498889514522,5.697012912155268e-05,0.05074961105580309
57,0.011981524735638698,-1.5668724679028856e-06,-0.007970045991460301
58,0.022150928203695124,-6.81431675625406e-05,0.036443144196412876
59,-0.006252744656220209,1.2713305393649415e-05,-0.045418797100445905
60,-0.04103168303694159,0.00012182033924500016,-0.22333817774155645
61,0.0017911386384958986,-3.1039230018081e-05,0.04416982669469887
62,0.025673258638236683,4.345049998854051e-05,-0.07294033260830018
63,-0.013907326658503843,-9.842094464627406e-05,-0.0801937511925347
64,0.08192489744296046,7.32909815860501e-05,0.049206457951499624
65,-0.02727781401881828,-0.00011603944025544201,-0.05707649305340274
66,-0.01808529582055339,2.125596775884723e-05,-0.0928456939604483
67,0.03267704249283949,0.00013488643563953703,0.04601340471115252
68,-0.037644984244381396,-0.00010347328598512007,-0.027396556552247795
69,0.06503394942632633,0.00013631609869469292,0.07169596459821834
70,0.01609681688045991,7.736348375608209e-05,-0.012107468286744581
71,0.005128617593381982,2.6265924976333094e-06,0.007168113977266024
72,-0.01905252453874053,-4.6857063917393136e-05,-0.0005963167456607445
73,-0.049382961746358874,-0.0001388745952662154,-0.05081960843599656
74,5.256571346561553e-07,-4.933192475098906e-06,-0.00862093018958583
75,-0.035143118036926185,-9.812278997695524e-05,-0.04720932330190476
76,0.07218228111562004,-2.2329780548686628e-05,0.032316690550660936
77,0.00804182781459302,2.369502492211578e-05,-0.0034973132362633675
78,-0.047280459285178336,1.4289712054736771e-05,-0.0055749309530891715
79,-0.05687918436777242,1.5558990533471847e-05,0.003909727591236982
80,0.006350964302609362,-9.244363368164959e-05,0.00574461647952956
81,-0.02418577330397679,3.810537571470772e-06,-0.016247993540281225
82,0.012377385269910111,7.369432036916214e-05,-0.0030078778751634417
83,-0.0031783114964110417,-4.195310876964661e-05,0.0207023126273684
84,-0.0479752909356134,1.8779606127934307e-05,-0.03324994374542714
85,0.04373857409574429,-1.362728491189672e-05,0.03648604041109791
86,-0.043301808080750966,3.709556776803155e-05,0.009119790490667615
87,0.07333107944439413,3.5262260913611905e-05,0.03174559432925523
88,-0.015041728466991549,-4.5651705538189016e-05,-0.009582465562864968
89,0.015204685153688061,-4.67356989298796e-05,0.002677705068866535
90,-0.008067998478832654,-9.618646882498227e-06,-0.006840307869184714
91,0.004509506854353902,1.5652685005180886e-05,0.0016249771659636043
92,-0.027212970487904286,-2.0230806026621198e-05,-0.02319195300211197
93,-0.0011376596570185295,7.96152813516496e-05,-0.0075258623713586655
94,0.12037822683516007,-6.890772959915435e-05,0.09682678073835371
95,0.04590874206815935,7.324948149044702e-05,0.023033955050138128
96,0.037429510740538914,5.199177396972094e-05,-0.006575143839234955
97,-0.01254130764978142,5.393150071440308e-05,-0.004182591051698416
98,0.03368624341629453,8.618537512615676e-05,0.0017983341070464682
99,-0.01879924367638731,9.611200495765635e-05,0.0040941326421799025
100,-0.03533280824480268,-3.359452893032769e-05,0.005288584439886923
101,-0.017993587898724062,6.56650355610188e-05,0.0014265248588258392
102,0.010883945747702975,-0.00015459233748274902,0.0014054894971292737
103,-0.04494475531629502,-4.801583777674349e-05,-0.03527629636080338
104,0.0421204026270674,-4.040709815293635e-05,0.028185986037112993
105,-0.017266480603031792,-1.7380005892848817e-05,-0.016749201753701433
106,-0.03147968875176924,-1.604420696346033e-05,-0.002454161377295708
107,0.012188720748778083,-8.701421471950719e-05,0.013367156255159275
108,-0.03587167922664558,7.042515197826266e-05,-0.014321793922632851
109,0.0026101038317065907,7.375430071865493e-05,-0.004027983859722891
110,-0.00829535198365306,-5.5490264466877345e-05,0.005880387421624597
111,0.03322541395800365,5.0251611459917615e-05,0.020769803777271643
112,0.005662893837059438,0.00011880966891746255,0.0009878987649013936
113,0.0163114484692677,-4.8211839691899125e-05,0.018868705021477382
114,-0.004504632026554083,2.0866901034877708e-05,-0.05179516107299875
115,-0.01969250618034698,-0.00010561761103256164,0.01261874475127765
116,-0.005381959669929111,8.784727897308723e-05,-0.03962832230857333
117,-0.09159354325887904,-0.00022572269500981771,-0.06302731367361626
118,0.01824646573351313,1.943507916026837e-05,-0.0015138286980672445
119,0.0730151900067481,-2.4752882324527886e-05,0.06099649640178705
120,0.006853042033980318,-1.6537365635380676e-06,0.0007602959179267172
121,-0.06954595902703459,1.6439029059758353e-05,-0.0028422563808968454
122,0.03228440974024018,3.0024988137710344e-05,0.022966870628234663
123,-0.01838253605815176,-2.711215886113197e-05,-0.017673807569613398
124,0.04799945835932531,2.757807336092944e-05,0.034219738934307575
125,-0.04814272902024722,-0.000306968627827985,-0.019671525889609208
126,-0.10086296680707725,-5.108604902198042e-05,-0.06625290618195458
127,0.021790174892038477,4.503719500129706e-05,0.02120516523059331
128,-0.03341664411151264,-7.295473187541228e-05,-0.048934256751784366
129,-0.003039763613314221,-0.00032116020862381676,-0.003965989561097449
130,-0.006775603725852396,-1.3431807720549193e-05,-0.029253100173544194
131,-0.04840400262917803,-4.164601315961038e-05,-0.03873275539821478
132,0.04052769752117301,-0.00011776221715718819,0.008390791542316001
133,0.05971796513516513,0.0002311614691039121,0.03488943661764914
134,0.03248059624735662,7.406816354424155e-05,0.05585947753306279
135,-0.02454641644711223,-0.00011623006481214602,-0.009818227125966158
136,0.02198759790486075,-7.416474626681306e-06,0.0015743020115314118
137,-0.033755782367379056,-0.0003572961691138259,-0.029759878173980243
138,-0.009857306613899282,-2.6404562762506093e-06,-0.020927549198334873
139,0.02542057759774515,2.6439544983122397e-05,0.009979264520758988
140,-0.03079785568345068,-3.755212861976772e-05,-0.022075119828082076
141,0.0016092753239735458,-0.00012562644050843777,-0.019423752577364936
142,-0.01823280308040141,-0.00010500298217443143,-0.0059134809946504744
143,0.024435823545830314,-6.900759079409641e-06,0.05418045365057543
144,0.014503138341378912,6.87664260843446e-05,-0.007434092525646614
145,0.008866198997417947,-4.033084831955399e-05,0.02487998394741362
146,0.03274498479939506,0.00027220655704398216,0.04502716565571774
147,0.007696046785101004,0.0003661807743076045,0.01568271783856661
148,0.018488496434325135,0.00015373440202156915,0.02358765207710132
149,0.0005764386591907982,-0.00021211047839289488,0.00018313983090698202
150,-0.03961864085855221,-6.655197054222789e-05,-0.09560925075278463
151,-0.0471821200022657,-0.0001836442876966924,-0.04011266134850704
152,0.04366555444382835,-2.0758060887370624e-06,0.01868934460138528
153,0.0265431033680391,-0.00012335131181891051,-0.01652442679934037
154,-0.016221029805787573,-9.899412521248507e-06,0.00820206861283147
155,-0.062270202634012395,-0.00031391347193495225,-0.05850112330323214
156,0.06398664991725815,0.0003518535654565489,0.04120861606617258
157,-0.025691685336261927,-8.554543037567926e-05,-0.02958845903347136
158,0.10965897275090475,-9.925995192992609e-06,0.09202618857994438
159,-0.10148680502685717,-7.124469169650268e-06,-0.06707276953620893
160,-0.04562300020856167,-0.0003527488967719519,-0.036423805598485536
161,0.06645336380337183,0.00047533101248523404,0.10019111781975315
162,0.10147944620543199,-6.53366199746414e-05,0.03787473126210995
163,0.037423226377388936,0.0001575767332773674,0.05956271579344726
